Time,Quadrant,Color,Type
0.1,4,Red,Exit
0.1,1,Red,Entry
0.1,3,Red,Exit
0.1,1,Red,Entry
0.1,2,Red,Exit
0.1,1,Red,Entry
0.1,2,Blue,Exit
0.1,4,Blue,Entry
0.1,2,Blue,Exit
0.1,4,Blue,Entry
0.1,2,Blue,Exit
0.1,4,Blue,Entry
0.1,2,Blue,Exit
0.1,4,Blue,Entry
0.1,4,Blue,Exit
0.1,2,Blue,Entry
0.1,4,Blue,Exit
0.1,2,Blue,Entry
0.1,4,Blue,Exit
0.1,2,Blue,Entry
0.1,4,Blue,Exit
0.1,2,Blue,Entry
0.15,2,Blue,Exit
0.15,4,Blue,Entry
0.15,2,Blue,Exit
0.15,4,Blue,Entry
0.15,2,Blue,Exit
0.15,4,Blue,Entry
0.15,2,Blue,Exit
0.15,4,Blue,Entry
0.15,4,Blue,Exit
0.15,2,Blue,Entry
0.15,4,Blue,Exit
0.15,2,Blue,Entry
0.15,4,Blue,Exit
0.15,2,Blue,Entry
0.15,4,Blue,Exit
0.15,2,Blue,Entry
0.2,2,Blue,Exit
0.2,4,Blue,Entry
0.2,2,Blue,Exit
0.2,4,Blue,Entry
0.2,2,Blue,Exit
0.2,4,Blue,Entry
0.2,2,Blue,Exit
0.2,4,Blue,Entry
0.2,4,Blue,Exit
0.2,2,Blue,Entry
0.2,4,Blue,Exit
0.2,2,Blue,Entry
0.2,4,Blue,Exit
0.2,2,Blue,Entry
0.2,4,Blue,Exit
0.2,2,Blue,Entry
0.25,2,Blue,Exit
0.25,4,Blue,Entry
0.25,2,Blue,Exit
0.25,4,Blue,Entry
0.25,2,Blue,Exit
0.25,4,Blue,Entry
0.25,2,Blue,Exit
0.25,4,Blue,Entry
0.25,4,Blue,Exit
0.25,2,Blue,Entry
0.25,4,Blue,Exit
0.25,2,Blue,Entry
0.25,4,Blue,Exit
0.25,2,Blue,Entry
0.25,4,Blue,Exit
0.25,2,Blue,Entry
0.3,2,Red,Exit
0.3,3,Red,Entry
0.3,1,Red,Exit
0.3,3,Red,Entry
0.3,1,Red,Exit
0.3,2,Red,Entry
0.3,2,Blue,Exit
0.3,4,Blue,Entry
0.3,2,Blue,Exit
0.3,4,Blue,Entry
0.3,2,Blue,Exit
0.3,4,Blue,Entry
0.3,2,Blue,Exit
0.3,4,Blue,Entry
0.3,4,Blue,Exit
0.3,2,Blue,Entry
0.3,4,Blue,Exit
0.3,2,Blue,Entry
0.3,4,Blue,Exit
0.3,2,Blue,Entry
0.3,4,Blue,Exit
0.3,2,Blue,Entry
0.35,2,Red,Exit
0.35,3,Red,Entry
0.35,3,Red,Exit
0.35,1,Red,Entry
0.35,2,Red,Exit
0.35,1,Red,Entry
0.35,3,Red,Exit
0.35,2,Red,Entry
0.35,2,Blue,Exit
0.35,4,Blue,Entry
0.35,2,Blue,Exit
0.35,4,Blue,Entry
0.35,2,Blue,Exit
0.35,4,Blue,Entry
0.35,2,Blue,Exit
0.35,4,Blue,Entry
0.35,4,Blue,Exit
0.35,2,Blue,Entry
0.35,4,Blue,Exit
0.35,2,Blue,Entry
0.35,4,Blue,Exit
0.35,2,Blue,Entry
0.35,4,Blue,Exit
0.35,2,Blue,Entry
0.4,3,Red,Exit
0.4,1,Red,Entry
0.4,2,Red,Exit
0.4,1,Red,Entry
0.4,3,Red,Exit
0.4,2,Red,Entry
0.4,1,Red,Exit
0.4,2,Red,Entry
0.4,2,Blue,Exit
0.4,4,Blue,Entry
0.4,2,Blue,Exit
0.4,4,Blue,Entry
0.4,2,Blue,Exit
0.4,4,Blue,Entry
0.4,2,Blue,Exit
0.4,4,Blue,Entry
0.4,4,Blue,Exit
0.4,2,Blue,Entry
0.4,4,Blue,Exit
0.4,2,Blue,Entry
0.4,4,Blue,Exit
0.4,2,Blue,Entry
0.4,4,Blue,Exit
0.4,2,Blue,Entry
0.45,1,Red,Exit
0.45,3,Red,Entry
0.45,2,Red,Exit
0.45,3,Red,Entry
0.45,1,Red,Exit
0.45,2,Red,Entry
0.45,2,Blue,Exit
0.45,4,Blue,Entry
0.45,2,Blue,Exit
0.45,4,Blue,Entry
0.45,2,Blue,Exit
0.45,4,Blue,Entry
0.45,2,Blue,Exit
0.45,4,Blue,Entry
0.45,4,Blue,Exit
0.45,2,Blue,Entry
0.45,4,Blue,Exit
0.45,2,Blue,Entry
0.45,4,Blue,Exit
0.45,2,Blue,Entry
0.45,4,Blue,Exit
0.45,2,Blue,Entry
0.5,2,Red,Exit
0.5,3,Red,Entry
0.5,2,Red,Exit
0.5,3,Red,Entry
0.5,3,Red,Exit
0.5,1,Red,Entry
0.5,2,Red,Exit
0.5,1,Red,Entry
0.5,2,Blue,Exit
0.5,4,Blue,Entry
0.5,2,Blue,Exit
0.5,4,Blue,Entry
0.5,2,Blue,Exit
0.5,4,Blue,Entry
0.5,2,Blue,Exit
0.5,4,Blue,Entry
0.5,4,Blue,Exit
0.5,2,Blue,Entry
0.5,4,Blue,Exit
0.5,2,Blue,Entry
0.5,4,Blue,Exit
0.5,2,Blue,Entry
0.5,4,Blue,Exit
0.5,2,Blue,Entry
0.55,1,Red,Exit
0.55,3,Red,Entry
0.55,3,Red,Exit
0.55,1,Red,Entry
0.55,3,Red,Exit
0.55,1,Red,Entry
0.55,3,Red,Exit
0.55,2,Red,Entry
0.55,3,Red,Exit
0.55,2,Red,Entry
0.55,1,Red,Exit
0.55,2,Red,Entry
0.55,2,Blue,Exit
0.55,4,Blue,Entry
0.55,2,Blue,Exit
0.55,4,Blue,Entry
0.55,2,Blue,Exit
0.55,4,Blue,Entry
0.55,2,Blue,Exit
0.55,4,Blue,Entry
0.55,4,Blue,Exit
0.55,2,Blue,Entry
0.55,4,Blue,Exit
0.55,2,Blue,Entry
0.55,4,Blue,Exit
0.55,2,Blue,Entry
0.55,4,Blue,Exit
0.55,2,Blue,Entry
0.6,3,Red,Exit
0.6,2,Red,Entry
0.6,1,Red,Exit
0.6,2,Red,Entry
0.6,2,Blue,Exit
0.6,4,Blue,Entry
0.6,2,Blue,Exit
0.6,4,Blue,Entry
0.6,2,Blue,Exit
0.6,4,Blue,Entry
0.6,2,Blue,Exit
0.6,4,Blue,Entry
0.6,4,Blue,Exit
0.6,2,Blue,Entry
0.6,4,Blue,Exit
0.6,2,Blue,Entry
0.6,4,Blue,Exit
0.6,2,Blue,Entry
0.6,4,Blue,Exit
0.6,2,Blue,Entry
0.65,2,Red,Exit
0.65,3,Red,Entry
0.65,2,Red,Exit
0.65,1,Red,Entry
0.65,2,Blue,Exit
0.65,4,Blue,Entry
0.65,2,Blue,Exit
0.65,4,Blue,Entry
0.65,2,Blue,Exit
0.65,4,Blue,Entry
0.65,2,Blue,Exit
0.65,4,Blue,Entry
0.65,4,Blue,Exit
0.65,2,Blue,Entry
0.65,4,Blue,Exit
0.65,2,Blue,Entry
0.65,4,Blue,Exit
0.65,2,Blue,Entry
0.65,4,Blue,Exit
0.65,2,Blue,Entry
0.7,1,Red,Exit
0.7,3,Red,Entry
0.7,2,Red,Exit
0.7,3,Red,Entry
0.7,3,Red,Exit
0.7,1,Red,Entry
0.7,2,Red,Exit
0.7,1,Red,Entry
0.7,3,Red,Exit
0.7,2,Red,Entry
0.7,1,Red,Exit
0.7,2,Red,Entry
0.7,2,Blue,Exit
0.7,4,Blue,Entry
0.7,2,Blue,Exit
0.7,4,Blue,Entry
0.7,2,Blue,Exit
0.7,4,Blue,Entry
0.7,2,Blue,Exit
0.7,4,Blue,Entry
0.7,4,Blue,Exit
0.7,2,Blue,Entry
0.7,4,Blue,Exit
0.7,2,Blue,Entry
0.7,4,Blue,Exit
0.7,2,Blue,Entry
0.7,4,Blue,Exit
0.7,2,Blue,Entry
0.75,3,Red,Exit
0.75,2,Red,Entry
0.75,1,Red,Exit
0.75,2,Red,Entry
0.75,2,Blue,Exit
0.75,4,Blue,Entry
0.75,2,Blue,Exit
0.75,4,Blue,Entry
0.75,2,Blue,Exit
0.75,4,Blue,Entry
0.75,2,Blue,Exit
0.75,4,Blue,Entry
0.75,4,Blue,Exit
0.75,2,Blue,Entry
0.75,4,Blue,Exit
0.75,2,Blue,Entry
0.75,4,Blue,Exit
0.75,2,Blue,Entry
0.75,4,Blue,Exit
0.75,2,Blue,Entry
0.8,2,Red,Exit
0.8,3,Red,Entry
0.8,2,Red,Exit
0.8,1,Red,Entry
0.8,2,Blue,Exit
0.8,4,Blue,Entry
0.8,2,Blue,Exit
0.8,4,Blue,Entry
0.8,2,Blue,Exit
0.8,4,Blue,Entry
0.8,2,Blue,Exit
0.8,4,Blue,Entry
0.8,4,Blue,Exit
0.8,2,Blue,Entry
0.8,4,Blue,Exit
0.8,2,Blue,Entry
0.8,4,Blue,Exit
0.8,2,Blue,Entry
0.8,4,Blue,Exit
0.8,2,Blue,Entry
0.85,1,Red,Exit
0.85,3,Red,Entry
0.85,2,Red,Exit
0.85,3,Red,Entry
0.85,1,Red,Exit
0.85,3,Red,Entry
0.85,2,Red,Exit
0.85,3,Red,Entry
0.85,3,Red,Exit
0.85,2,Red,Entry
0.85,1,Red,Exit
0.85,2,Red,Entry
0.85,2,Blue,Exit
0.85,4,Blue,Entry
0.85,2,Blue,Exit
0.85,4,Blue,Entry
0.85,2,Blue,Exit
0.85,4,Blue,Entry
0.85,2,Blue,Exit
0.85,4,Blue,Entry
0.85,4,Blue,Exit
0.85,2,Blue,Entry
0.85,4,Blue,Exit
0.85,2,Blue,Entry
0.85,4,Blue,Exit
0.85,2,Blue,Entry
0.85,4,Blue,Exit
0.85,2,Blue,Entry
0.9,2,Red,Exit
0.9,3,Red,Entry
0.9,2,Red,Exit
0.9,3,Red,Entry
0.9,3,Red,Exit
0.9,1,Red,Entry
0.9,3,Red,Exit
0.9,1,Red,Entry
0.9,2,Red,Exit
0.9,1,Red,Entry
0.9,3,Red,Exit
0.9,2,Red,Entry
0.9,3,Red,Exit
0.9,2,Red,Entry
0.9,2,Blue,Exit
0.9,4,Blue,Entry
0.9,2,Blue,Exit
0.9,4,Blue,Entry
0.9,2,Blue,Exit
0.9,4,Blue,Entry
0.9,2,Blue,Exit
0.9,4,Blue,Entry
0.9,4,Blue,Exit
0.9,2,Blue,Entry
0.9,4,Blue,Exit
0.9,2,Blue,Entry
0.9,4,Blue,Exit
0.9,2,Blue,Entry
0.9,4,Blue,Exit
0.9,2,Blue,Entry
0.95,1,Red,Exit
0.95,3,Red,Entry
0.95,2,Red,Exit
0.95,3,Red,Entry
0.95,3,Red,Exit
0.95,2,Red,Entry
0.95,3,Red,Exit
0.95,2,Red,Entry
0.95,1,Red,Exit
0.95,2,Red,Entry
0.95,2,Blue,Exit
0.95,4,Blue,Entry
0.95,2,Blue,Exit
0.95,4,Blue,Entry
0.95,2,Blue,Exit
0.95,4,Blue,Entry
0.95,2,Blue,Exit
0.95,4,Blue,Entry
0.95,4,Blue,Exit
0.95,2,Blue,Entry
0.95,4,Blue,Exit
0.95,2,Blue,Entry
0.95,4,Blue,Exit
0.95,2,Blue,Entry
0.95,4,Blue,Exit
0.95,2,Blue,Entry
1.0,2,Red,Exit
1.0,3,Red,Entry
1.0,2,Red,Exit
1.0,3,Red,Entry
1.0,3,Red,Exit
1.0,2,Red,Entry
1.0,2,Blue,Exit
1.0,4,Blue,Entry
1.0,2,Blue,Exit
1.0,4,Blue,Entry
1.0,2,Blue,Exit
1.0,4,Blue,Entry
1.0,2,Blue,Exit
1.0,4,Blue,Entry
1.0,4,Blue,Exit
1.0,2,Blue,Entry
1.0,4,Blue,Exit
1.0,2,Blue,Entry
1.0,4,Blue,Exit
1.0,2,Blue,Entry
1.0,4,Blue,Exit
1.0,2,Blue,Entry
1.05,2,Red,Exit
1.05,3,Red,Entry
1.05,2,Red,Exit
1.05,3,Red,Entry
1.05,2,Blue,Exit
1.05,4,Blue,Entry
1.05,2,Blue,Exit
1.05,4,Blue,Entry
1.05,2,Blue,Exit
1.05,4,Blue,Entry
1.05,2,Blue,Exit
1.05,4,Blue,Entry
1.05,4,Blue,Exit
1.05,2,Blue,Entry
1.05,4,Blue,Exit
1.05,2,Blue,Entry
1.05,4,Blue,Exit
1.05,2,Blue,Entry
1.05,4,Blue,Exit
1.05,2,Blue,Entry
1.1,3,Red,Exit
1.1,2,Red,Entry
1.1,3,Red,Exit
1.1,2,Red,Entry
1.1,2,Blue,Exit
1.1,4,Blue,Entry
1.1,2,Blue,Exit
1.1,4,Blue,Entry
1.1,2,Blue,Exit
1.1,4,Blue,Entry
1.1,2,Blue,Exit
1.1,4,Blue,Entry
1.1,4,Blue,Exit
1.1,2,Blue,Entry
1.1,4,Blue,Exit
1.1,2,Blue,Entry
1.1,4,Blue,Exit
1.1,2,Blue,Entry
1.1,4,Blue,Exit
1.1,2,Blue,Entry
1.15,2,Red,Exit
1.15,3,Red,Entry
1.15,3,Red,Exit
1.15,4,Red,Entry
1.15,2,Red,Exit
1.15,4,Red,Entry
1.15,2,Red,Exit
1.15,3,Red,Entry
1.15,3,Red,Exit
1.15,1,Red,Entry
1.15,2,Red,Exit
1.15,1,Red,Entry
1.15,3,Red,Exit
1.15,2,Red,Entry
1.15,2,Blue,Exit
1.15,4,Blue,Entry
1.15,2,Blue,Exit
1.15,4,Blue,Entry
1.15,2,Blue,Exit
1.15,4,Blue,Entry
1.15,2,Blue,Exit
1.15,4,Blue,Entry
1.15,4,Blue,Exit
1.15,2,Blue,Entry
1.15,4,Blue,Exit
1.15,2,Blue,Entry
1.15,4,Blue,Exit
1.15,2,Blue,Entry
1.15,4,Blue,Exit
1.15,2,Blue,Entry
1.2,4,Red,Exit
1.2,3,Red,Entry
1.2,1,Red,Exit
1.2,3,Red,Entry
1.2,2,Red,Exit
1.2,3,Red,Entry
1.2,4,Red,Exit
1.2,3,Red,Entry
1.2,1,Red,Exit
1.2,3,Red,Entry
1.2,2,Red,Exit
1.2,3,Red,Entry
1.2,4,Red,Exit
1.2,3,Red,Entry
1.2,1,Red,Exit
1.2,3,Red,Entry
1.2,2,Red,Exit
1.2,3,Red,Entry
1.2,3,Red,Exit
1.2,1,Red,Entry
1.2,4,Red,Exit
1.2,1,Red,Entry
1.2,3,Red,Exit
1.2,1,Red,Entry
1.2,2,Red,Exit
1.2,1,Red,Entry
1.2,3,Red,Exit
1.2,2,Red,Entry
1.2,4,Red,Exit
1.2,2,Red,Entry
1.2,3,Red,Exit
1.2,2,Red,Entry
1.2,1,Red,Exit
1.2,2,Red,Entry
1.2,2,Blue,Exit
1.2,4,Blue,Entry
1.2,2,Blue,Exit
1.2,4,Blue,Entry
1.2,2,Blue,Exit
1.2,4,Blue,Entry
1.2,2,Blue,Exit
1.2,4,Blue,Entry
1.2,4,Blue,Exit
1.2,2,Blue,Entry
1.2,4,Blue,Exit
1.2,2,Blue,Entry
1.2,4,Blue,Exit
1.2,2,Blue,Entry
1.2,4,Blue,Exit
1.2,2,Blue,Entry
1.25,1,Red,Exit
1.25,3,Red,Entry
1.25,2,Red,Exit
1.25,3,Red,Entry
1.25,1,Red,Exit
1.25,3,Red,Entry
1.25,2,Red,Exit
1.25,3,Red,Entry
1.25,1,Red,Exit
1.25,3,Red,Entry
1.25,2,Red,Exit
1.25,3,Red,Entry
1.25,3,Red,Exit
1.25,1,Red,Entry
1.25,3,Red,Exit
1.25,1,Red,Entry
1.25,3,Red,Exit
1.25,1,Red,Entry
1.25,2,Red,Exit
1.25,1,Red,Entry
1.25,3,Red,Exit
1.25,1,Red,Entry
1.25,3,Red,Exit
1.25,1,Red,Entry
1.25,3,Red,Exit
1.25,1,Red,Entry
1.25,2,Red,Exit
1.25,1,Red,Entry
1.25,3,Red,Exit
1.25,2,Red,Entry
1.25,3,Red,Exit
1.25,2,Red,Entry
1.25,3,Red,Exit
1.25,2,Red,Entry
1.25,1,Red,Exit
1.25,2,Red,Entry
1.25,2,Blue,Exit
1.25,4,Blue,Entry
1.25,2,Blue,Exit
1.25,4,Blue,Entry
1.25,2,Blue,Exit
1.25,4,Blue,Entry
1.25,2,Blue,Exit
1.25,4,Blue,Entry
1.25,4,Blue,Exit
1.25,2,Blue,Entry
1.25,4,Blue,Exit
1.25,2,Blue,Entry
1.25,4,Blue,Exit
1.25,2,Blue,Entry
1.25,4,Blue,Exit
1.25,2,Blue,Entry
1.3,1,Red,Exit
1.3,3,Red,Entry
1.3,1,Red,Exit
1.3,3,Red,Entry
1.3,2,Red,Exit
1.3,3,Red,Entry
1.3,1,Red,Exit
1.3,3,Red,Entry
1.3,1,Red,Exit
1.3,3,Red,Entry
1.3,2,Red,Exit
1.3,3,Red,Entry
1.3,3,Red,Exit
1.3,2,Red,Entry
1.3,3,Red,Exit
1.3,2,Red,Entry
1.3,3,Red,Exit
1.3,2,Red,Entry
1.3,1,Red,Exit
1.3,2,Red,Entry
1.3,1,Red,Exit
1.3,2,Red,Entry
1.3,2,Blue,Exit
1.3,4,Blue,Entry
1.3,2,Blue,Exit
1.3,4,Blue,Entry
1.3,2,Blue,Exit
1.3,4,Blue,Entry
1.3,2,Blue,Exit
1.3,4,Blue,Entry
1.3,4,Blue,Exit
1.3,2,Blue,Entry
1.3,4,Blue,Exit
1.3,2,Blue,Entry
1.3,4,Blue,Exit
1.3,2,Blue,Entry
1.3,4,Blue,Exit
1.3,2,Blue,Entry
1.35,2,Red,Exit
1.35,3,Red,Entry
1.35,2,Red,Exit
1.35,3,Red,Entry
1.35,2,Red,Exit
1.35,3,Red,Entry
1.35,3,Red,Exit
1.35,1,Red,Entry
1.35,3,Red,Exit
1.35,1,Red,Entry
1.35,2,Red,Exit
1.35,1,Red,Entry
1.35,3,Red,Exit
1.35,2,Red,Entry
1.35,3,Red,Exit
1.35,2,Red,Entry
1.35,2,Blue,Exit
1.35,4,Blue,Entry
1.35,2,Blue,Exit
1.35,4,Blue,Entry
1.35,2,Blue,Exit
1.35,4,Blue,Entry
1.35,2,Blue,Exit
1.35,4,Blue,Entry
1.35,4,Blue,Exit
1.35,2,Blue,Entry
1.35,4,Blue,Exit
1.35,2,Blue,Entry
1.35,4,Blue,Exit
1.35,2,Blue,Entry
1.35,4,Blue,Exit
1.35,2,Blue,Entry
1.4,1,Red,Exit
1.4,3,Red,Entry
1.4,2,Red,Exit
1.4,3,Red,Entry
1.4,1,Red,Exit
1.4,3,Red,Entry
1.4,2,Red,Exit
1.4,3,Red,Entry
1.4,3,Red,Exit
1.4,1,Red,Entry
1.4,3,Red,Exit
1.4,1,Red,Entry
1.4,3,Red,Exit
1.4,1,Red,Entry
1.4,2,Red,Exit
1.4,1,Red,Entry
1.4,3,Red,Exit
1.4,2,Red,Entry
1.4,3,Red,Exit
1.4,2,Red,Entry
1.4,3,Red,Exit
1.4,2,Red,Entry
1.4,1,Red,Exit
1.4,2,Red,Entry
1.4,2,Blue,Exit
1.4,4,Blue,Entry
1.4,2,Blue,Exit
1.4,4,Blue,Entry
1.4,2,Blue,Exit
1.4,4,Blue,Entry
1.4,2,Blue,Exit
1.4,4,Blue,Entry
1.4,4,Blue,Exit
1.4,2,Blue,Entry
1.4,4,Blue,Exit
1.4,2,Blue,Entry
1.4,4,Blue,Exit
1.4,2,Blue,Entry
1.4,4,Blue,Exit
1.4,2,Blue,Entry
1.45,1,Red,Exit
1.45,3,Red,Entry
1.45,2,Red,Exit
1.45,3,Red,Entry
1.45,1,Red,Exit
1.45,3,Red,Entry
1.45,2,Red,Exit
1.45,3,Red,Entry
1.45,1,Red,Exit
1.45,3,Red,Entry
1.45,2,Red,Exit
1.45,3,Red,Entry
1.45,1,Red,Exit
1.45,3,Red,Entry
1.45,2,Red,Exit
1.45,3,Red,Entry
1.45,3,Red,Exit
1.45,1,Red,Entry
1.45,3,Red,Exit
1.45,1,Red,Entry
1.45,2,Red,Exit
1.45,1,Red,Entry
1.45,3,Red,Exit
1.45,2,Red,Entry
1.45,3,Red,Exit
1.45,2,Red,Entry
1.45,1,Red,Exit
1.45,2,Red,Entry
1.45,2,Blue,Exit
1.45,4,Blue,Entry
1.45,2,Blue,Exit
1.45,4,Blue,Entry
1.45,2,Blue,Exit
1.45,4,Blue,Entry
1.45,2,Blue,Exit
1.45,4,Blue,Entry
1.45,4,Blue,Exit
1.45,2,Blue,Entry
1.45,4,Blue,Exit
1.45,2,Blue,Entry
1.45,4,Blue,Exit
1.45,2,Blue,Entry
1.45,4,Blue,Exit
1.45,2,Blue,Entry
1.5,1,Red,Exit
1.5,3,Red,Entry
1.5,2,Red,Exit
1.5,3,Red,Entry
1.5,1,Red,Exit
1.5,3,Red,Entry
1.5,2,Red,Exit
1.5,3,Red,Entry
1.5,1,Red,Exit
1.5,3,Red,Entry
1.5,2,Red,Exit
1.5,3,Red,Entry
1.5,3,Red,Exit
1.5,1,Red,Entry
1.5,3,Red,Exit
1.5,1,Red,Entry
1.5,3,Red,Exit
1.5,1,Red,Entry
1.5,3,Red,Exit
1.5,1,Red,Entry
1.5,2,Red,Exit
1.5,1,Red,Entry
1.5,3,Red,Exit
1.5,2,Red,Entry
1.5,3,Red,Exit
1.5,2,Red,Entry
1.5,3,Red,Exit
1.5,2,Red,Entry
1.5,3,Red,Exit
1.5,2,Red,Entry
1.5,1,Red,Exit
1.5,2,Red,Entry
1.5,3,Red,Exit
1.5,2,Red,Entry
1.5,3,Red,Exit
1.5,2,Red,Entry
1.5,3,Red,Exit
1.5,2,Red,Entry
1.5,3,Red,Exit
1.5,2,Red,Entry
1.5,1,Red,Exit
1.5,2,Red,Entry
1.5,2,Blue,Exit
1.5,4,Blue,Entry
1.5,2,Blue,Exit
1.5,4,Blue,Entry
1.5,2,Blue,Exit
1.5,4,Blue,Entry
1.5,2,Blue,Exit
1.5,4,Blue,Entry
1.5,4,Blue,Exit
1.5,2,Blue,Entry
1.5,4,Blue,Exit
1.5,2,Blue,Entry
1.5,4,Blue,Exit
1.5,2,Blue,Entry
1.5,4,Blue,Exit
1.5,2,Blue,Entry
1.55,1,Red,Exit
1.55,3,Red,Entry
1.55,2,Red,Exit
1.55,3,Red,Entry
1.55,2,Red,Exit
1.55,3,Red,Entry
1.55,1,Red,Exit
1.55,3,Red,Entry
1.55,2,Red,Exit
1.55,3,Red,Entry
1.55,2,Red,Exit
1.55,3,Red,Entry
1.55,1,Red,Exit
1.55,3,Red,Entry
1.55,2,Red,Exit
1.55,3,Red,Entry
1.55,2,Red,Exit
1.55,3,Red,Entry
1.55,1,Red,Exit
1.55,3,Red,Entry
1.55,2,Red,Exit
1.55,3,Red,Entry
1.55,2,Red,Exit
1.55,3,Red,Entry
1.55,3,Red,Exit
1.55,1,Red,Entry
1.55,3,Red,Exit
1.55,1,Red,Entry
1.55,3,Red,Exit
1.55,1,Red,Entry
1.55,2,Red,Exit
1.55,1,Red,Entry
1.55,2,Red,Exit
1.55,1,Red,Entry
1.55,3,Red,Exit
1.55,2,Red,Entry
1.55,3,Red,Exit
1.55,2,Red,Entry
1.55,3,Red,Exit
1.55,2,Red,Entry
1.55,1,Red,Exit
1.55,2,Red,Entry
1.55,2,Blue,Exit
1.55,4,Blue,Entry
1.55,2,Blue,Exit
1.55,4,Blue,Entry
1.55,2,Blue,Exit
1.55,4,Blue,Entry
1.55,2,Blue,Exit
1.55,4,Blue,Entry
1.55,4,Blue,Exit
1.55,2,Blue,Entry
1.55,4,Blue,Exit
1.55,2,Blue,Entry
1.55,4,Blue,Exit
1.55,2,Blue,Entry
1.55,4,Blue,Exit
1.55,2,Blue,Entry
1.6,1,Red,Exit
1.6,3,Red,Entry
1.6,2,Red,Exit
1.6,3,Red,Entry
1.6,1,Red,Exit
1.6,3,Red,Entry
1.6,2,Red,Exit
1.6,3,Red,Entry
1.6,1,Red,Exit
1.6,3,Red,Entry
1.6,2,Red,Exit
1.6,3,Red,Entry
1.6,3,Red,Exit
1.6,1,Red,Entry
1.6,3,Red,Exit
1.6,1,Red,Entry
1.6,3,Red,Exit
1.6,1,Red,Entry
1.6,3,Red,Exit
1.6,1,Red,Entry
1.6,2,Red,Exit
1.6,1,Red,Entry
1.6,3,Red,Exit
1.6,2,Red,Entry
1.6,3,Red,Exit
1.6,2,Red,Entry
1.6,3,Red,Exit
1.6,2,Red,Entry
1.6,3,Red,Exit
1.6,2,Red,Entry
1.6,1,Red,Exit
1.6,2,Red,Entry
1.6,2,Blue,Exit
1.6,4,Blue,Entry
1.6,2,Blue,Exit
1.6,4,Blue,Entry
1.6,2,Blue,Exit
1.6,4,Blue,Entry
1.6,2,Blue,Exit
1.6,4,Blue,Entry
1.6,4,Blue,Exit
1.6,2,Blue,Entry
1.6,4,Blue,Exit
1.6,2,Blue,Entry
1.6,4,Blue,Exit
1.6,2,Blue,Entry
1.6,4,Blue,Exit
1.6,2,Blue,Entry
1.65,1,Red,Exit
1.65,3,Red,Entry
1.65,2,Red,Exit
1.65,3,Red,Entry
1.65,1,Red,Exit
1.65,3,Red,Entry
1.65,2,Red,Exit
1.65,3,Red,Entry
1.65,1,Red,Exit
1.65,3,Red,Entry
1.65,2,Red,Exit
1.65,3,Red,Entry
1.65,1,Red,Exit
1.65,3,Red,Entry
1.65,2,Red,Exit
1.65,3,Red,Entry
1.65,3,Red,Exit
1.65,1,Red,Entry
1.65,3,Red,Exit
1.65,1,Red,Entry
1.65,3,Red,Exit
1.65,1,Red,Entry
1.65,2,Red,Exit
1.65,1,Red,Entry
1.65,3,Red,Exit
1.65,2,Red,Entry
1.65,3,Red,Exit
1.65,2,Red,Entry
1.65,3,Red,Exit
1.65,2,Red,Entry
1.65,1,Red,Exit
1.65,2,Red,Entry
1.65,2,Blue,Exit
1.65,4,Blue,Entry
1.65,2,Blue,Exit
1.65,4,Blue,Entry
1.65,2,Blue,Exit
1.65,4,Blue,Entry
1.65,2,Blue,Exit
1.65,4,Blue,Entry
1.65,4,Blue,Exit
1.65,2,Blue,Entry
1.65,4,Blue,Exit
1.65,2,Blue,Entry
1.65,4,Blue,Exit
1.65,2,Blue,Entry
1.65,4,Blue,Exit
1.65,2,Blue,Entry
1.7,1,Red,Exit
1.7,3,Red,Entry
1.7,2,Red,Exit
1.7,3,Red,Entry
1.7,1,Red,Exit
1.7,3,Red,Entry
1.7,2,Red,Exit
1.7,3,Red,Entry
1.7,2,Blue,Exit
1.7,4,Blue,Entry
1.7,2,Blue,Exit
1.7,4,Blue,Entry
1.7,2,Blue,Exit
1.7,4,Blue,Entry
1.7,2,Blue,Exit
1.7,4,Blue,Entry
1.7,4,Blue,Exit
1.7,2,Blue,Entry
1.7,4,Blue,Exit
1.7,2,Blue,Entry
1.7,4,Blue,Exit
1.7,2,Blue,Entry
1.7,4,Blue,Exit
1.7,2,Blue,Entry
1.75,2,Blue,Exit
1.75,4,Blue,Entry
1.75,2,Blue,Exit
1.75,4,Blue,Entry
1.75,2,Blue,Exit
1.75,4,Blue,Entry
1.75,2,Blue,Exit
1.75,4,Blue,Entry
1.75,4,Blue,Exit
1.75,2,Blue,Entry
1.75,4,Blue,Exit
1.75,2,Blue,Entry
1.75,4,Blue,Exit
1.75,2,Blue,Entry
1.75,4,Blue,Exit
1.75,2,Blue,Entry
1.8,2,Blue,Exit
1.8,4,Blue,Entry
1.8,2,Blue,Exit
1.8,4,Blue,Entry
1.8,2,Blue,Exit
1.8,4,Blue,Entry
1.8,2,Blue,Exit
1.8,4,Blue,Entry
1.8,4,Blue,Exit
1.8,2,Blue,Entry
1.8,4,Blue,Exit
1.8,2,Blue,Entry
1.8,4,Blue,Exit
1.8,2,Blue,Entry
1.8,4,Blue,Exit
1.8,2,Blue,Entry
1.85,3,Red,Exit
1.85,2,Red,Entry
1.85,2,Blue,Exit
1.85,4,Blue,Entry
1.85,2,Blue,Exit
1.85,4,Blue,Entry
1.85,2,Blue,Exit
1.85,4,Blue,Entry
1.85,2,Blue,Exit
1.85,4,Blue,Entry
